酒店名称,地址,评分,价格,评价
成都四合金楠酒店,舒适型_成都武侯区晋阳路432号,4.1,230,"入住了很多次了,总体体验感很好，隔音挺好"
邛崃嘉和酒店,舒适型_邛崃临邛镇学子路2号嘉和首座,4.4,175,"性价比很高，总体来说还不错,位置指示不太好"
友佳轻居酒店(彭州高铁站龙兴寺店),舒适型_彭州天府中路新民路34号,4.6,120,"服务态度也不错,比较有耐心，花园式酒楼般的感觉"
成都光华酒店,舒适型_成都青羊区光华村西街85号,4.4,188,"酒店卫生一般,房间小,住住也还可以，酒店的位置十分便利,周围环境优美"
成都双楠时代商务酒店,舒适型_成都武侯区双楠路291号,4.5,128,"房间卫生很干净,服务态度很好，房间很大"
7天优品酒店(成都大熊猫基地三河场地铁站店),经济型_成都新都区三河场江陵路346号,4.8,151,"环境很好,床也很舒服,屋里有空调，位置交通"
青城后山近水沐阳私汤民宿(泰安古镇店),舒适型_都江堰青城后山泰安古镇上段(味江河边),4.3,158,"服务周到热情,管家事事有回应,非常暖心，智能马桶,真的是我住过最干净的名宿了"
尚玺酒店((hyperlane超线公园马超西路地铁站店)),舒适型_成都新都区新都街道香城大道电子路段438号海乐荟广场A座 6，7，8楼,4.4,146,"房间很不错的，位置方便点,离地铁站近,楼下吃的很多"
街子古镇九间舍精品院子,舒适型_崇州街子古镇聚贤街20号,4.6,120,无
都江堰精选假日酒店,舒适型_都江堰岷江路89号,4.2,123,无
西岭雪山阳光假日酒店,舒适型_大邑西岭镇西岭雪山滑雪场景区,3.5,185,"对于本次入住,必须要给个好评，订了比较好的房间"
燕归来城市酒店(成都双流国际机场店),舒适型_成都双流区西航港湖夹滩社区长城路西街169号,4.2,90,"卫生很好,门口停车方便，酒店很干净,没有异味,房间也很宽敞"
成都宏鼎商务酒店,舒适型_成都青白江区菁华路47号,4.1,100,"早餐很丰富,前台小姐姐和老板都很热情，很满意哦"
成都乡村路酒店,舒适型_成都郫都区团结镇花篱村七组,4.2,111,无
途乐优享公寓(成都鹭岛国际店),舒适型_成都武侯区外双楠鹭岛国际社区四期5栋1单元813,4.8,109,"对于本次入住,必须要给个好评，房间很干净,开着门睡觉也没有蚊子"
布丁酒店(成都大丰三元大道地铁站店),经济型_成都新都区三元大道29号,4,154,"要看房间所处的位置,整体挺好的，很喜欢这家酒店,前台服务很热情"
奥林酒店,舒适型_简阳建设中路235号,4,90,"交通特方便,这个价位太实惠了,停车免费，酒店位置好,停车方便,早餐丰富"
黄龙溪大院坝旅店,舒适型_成都双流区黄龙溪古镇下河街65号,4.3,159,无
速8酒店(成都一品天下地铁站店),经济型_成都金牛区蜀汉路426号上层建筑,4.2,100,"酒店位置很方便离各个景点很近，服务好,还不错很好的"
成都王府井青年旅舍(春熙路太古里地铁站店),舒适型_成都锦江区华兴正街9号王府井商城C座7楼B1,4.7,40,"交通方便,房间舒适卫生,住店感觉良好，位置交通"
金堂全家福公寓,舒适型_金堂文化街128号,4.2,68,无
广场宾馆(成都双流国际机场双流广场地铁站店),舒适型_成都双流区白河路一段1号,4.2,183,"服务很热情多次入住了，到了酒店后真的没有失望,前台小彭很好"
彭州白鹿居度假酒店,舒适型_彭州白鹿中法风情小镇左岸路100号,4.8,112,"下河踩水转街买菜都十分方便,五分好评，热水很充足,老板服务态度好"
成都让我遇见你民宿,舒适型_成都青羊区宽窄巷子下同仁路34号,4.3,168,"酒店位置非常好,位于闹市却非常安静，出行很方便,离地铁也近"
汉庭酒店(成都龙泉驿万达广场店),经济型_成都龙泉驿区龙泉街道龙都南路199号,4.4,113,"前台服务态度好,房间干净卫生,早餐丰富，早餐味道不错,前台服务态度热情"
成都和尔轻居酒店,舒适型_成都金牛区营门口路295号,3.4,160,"市博等地方都不远,公共交通很方便，酒店位置很好"
都江堰青圃小院客栈,舒适型_都江堰青城山风景区高家路5号,4.3,122,无
成都英澜酒店,舒适型_成都青羊区成飞大道487号,4.8,293,"服务特别好,房间也非常满意，吃饭方便,交通便利"
崇州佳居客栈,舒适型_崇州街子镇真武街110号,4.9,172,无
大邑首峰别苑,舒适型_大邑西岭雪山滑雪场日月坪,4.1,116,吧台姐姐很友好，16点才到达游客中心停好车
安安逸逸公寓(天府广场店),舒适型_成都青羊区横陕西街3号,4.5,161,无
成都华栖酒店,舒适型_成都武侯区浆洗街16号华西国际,4.3,129,无
花水湾叠香溪温泉酒店,舒适型_大邑花水湾镇温泉社区3组,4.1,167,"房间免费升级,服务很好，性价比很高的酒店,位置好,在镇子边缘"
景和酒店(成都警官学院地铁站),舒适型_成都双流区剑南大道与双华路交叉口东北面(成都警官学院地铁站),3.9,162,"性价比高,入住有一种回家的感觉，环境干净,接待热情,不错的入住"
成都马可波罗青年旅舍,舒适型_成都武侯区新南路牡丹名苑A座905,4.8,188,无
崇州街子古镇山村味饭庄,舒适型_崇州街子镇金鱼东街24号?(街子古镇景区),4.4,183,无
成都优悠公寓,舒适型_成都青羊区人民中路三段一号壹号公馆,4.8,102,无
成都阅明酒店(中坝地铁站青羊工业总部基地店),高档型_成都青羊区光华东二路98号5栋,4.8,297,"酒店环境很好,房间也很大很舒适，订了行政房,总体来说还可以"
马丁酒店公寓(锦城万达广场店),舒适型_成都武侯区高新区锦城大道666号奥克斯广场5栋奥克斯公寓11层,4.7,216,"房间很大也很干净，交通方便,下楼旁边就是万达广场"
成都丽栖民宿,舒适型_成都武侯区晋阳路晋沙街10号附8号,4.9,59,"房间干净卫生,晚上特别安静，真的特别好看"
上恒大酒店(成都望丛祠地铁站店),舒适型_成都郫都区西大街309号,4.6,111,"房间也不错,附近交通便利，2、电视机只有6-7个频道,太少"
成都爱尚格调酒店(宽窄巷子店),舒适型_成都青羊区槐树街47号华祥大厦,4.3,191,"前台小姐姐服务态度很好,入住很舒适，最近出游性价比实在太高了,阳光很好"
凯瑞城市酒店(大邑高铁站店),舒适型_大邑大邑大道433号城市绿州1栋11楼,4.6,161,"性价比还是很高,下次出来住还会选择这家，这个酒店很不错,环境舒适,房间宽敞"
蜀镇印象酒店,舒适型_成都武侯区武侯大道209号,4.3,194,"最让我满意的是床品很干净,设施也比较新，前台miki服务很棒很热情"
街子古镇百姓人家客栈,舒适型_崇州街子古镇江城街14号,4.4,185,无
成都山岳酒店,舒适型_成都武侯区长寿路6号(城门口老火锅左边楼后电梯三楼),4.5,210,"安静,让人感觉放松舒适,店主也非常热情，酒店非常不错,各方面服务都细致周到"
戴尔蒙酒店(簇桥地铁站店),高档型_成都武侯区智达二路349号,4.7,215,"酒店环境非常好,干净卫生，洗漱台特别大,床品床垫都不错,性价比高"
闲来民宿(街子店),舒适型_崇州街子古镇三家巷45号,4.7,114,"特别棒的一家店,古色古香的院子，房屋内部也不错,古色古香,干净卫生"
如家酒店(成都太古里春熙路中心店),经济型_成都锦江区春熙路大科甲巷号23号,4.3,77,价格在哪摆着呢，位置好位置好有到机场的大巴
成都逸家馨悦酒店,舒适型_成都青白江区大同镇复兴大道523号,3.7,125,"前台态度很好,房间很干净，体验一直不错"
都江堰檩然温泉度假酒店(熊猫谷店),高档型_都江堰玉堂镇玉府路131号,4.3,402,"小姐姐好温柔,服务满分，小朋友很喜欢玩房间里的私汤,房间也够大"
成都泓宇酒店,舒适型_成都青羊区府南新区双清北路5号,4.1,175,"环境不错,交通方便，很不错,同朋友出差,环境很好"
成都雅仕莱酒店,舒适型_成都武侯区浆洗街18号,4.1,245,"服务人员特别热情，前台小姐姐态度非常好,安排了安静的房间"
成都新气象宾馆,舒适型_成都武侯区人民南路三段六号附11号,3.8,261,晚上蚊子也很多，在市中心有这么大个停车场
青青公寓(成都茶店子店),舒适型_成都金牛区金牛区科兴南路130号近郊民居23栋2单元2-5,4.1,130,无
Violet目瑾酒店(成都双流国际机场店),舒适型_成都双流区西航港大道中二段88号2栋,3.9,101,这家酒店是我本次出行住过的最好的酒店，离附近的商场、景点非常近
成都航园酒店(双流机场万达店),舒适型_成都双流区东升镇航园路418号,4.2,151,"服务态度挺好的,楼下吃的也多，服务很周到"
蒲江君尚君酒店,舒适型_蒲江鹤山镇驭虹路166号,3.9,166,无
成都花水湾豪生温泉大酒店,豪华型_大邑花水湾武城街2号,4.4,173,"很不错的体验,服务业都很好，早餐丰富营养,口味也不错"
成都柏萃白居,高档型_成都温江区天乡路三段1789号,4.1,190,无
沁心园家庭公寓(成都东广场店),舒适型_成都成华区邛崃山路68号11栋3单元603室,3.9,189,无
成都天辰楼宾馆,高档型_成都青羊区青华路39号,4.6,389,"彩排地点正好在酒店附近，整体入住体验很好,服务周到"
城市便捷酒店(成都蜀新大道地铁站工业学院店),舒适型_成都郫都区郫县郫筒镇创智南一路38号3栋18层20号,4.5,178,"入住体验很好,前台服务很热情，感觉酒店环境很不错?"
宜必思酒店(成都建设路sm广场店),舒适型_成都成华区建兴路76号汇富大厦,4.5,156,"保洁阿姨也很好,每天都会过来打扫卫生，卫生状况还可以,房间也比较安静"
凯宾连锁酒店(成都金凌店),舒适型_成都武侯区天久北巷8号,4,194,"干净卫生,交通吃都方便，服务到位,有丰富营养早餐,赞"
成都新宜精品公寓,舒适型_成都锦江区四川省成都市锦江区梓潼桥西街2号,4.3,109,无
艾雅风尚酒店(西南石油大学店),舒适型_成都新都区鸿运大道西段1373号,4.5,133,"入住方便,周边环境好,吃饭也方便，可以放假不错,老板人很好"
成都巴蜀商务酒店(锦欣爱囝医院店),舒适型_成都锦江区锦华路三段181号,3.6,136,无
成都蓉驿短租住宿华西坝店,舒适型_成都武侯区人民南路三段17号附1号第1栋 21层03号,3.5,83,"店家免费升级了房间,视野不错,好评，地点很方便、没用前台、有客服电话"
成都LOVE爱公寓,舒适型_成都锦江区总府路18号1栋1单元,4.5,81,无
泽熙名都酒店(成都熊猫基地店),舒适型_成都成华区熊猫大道1160号,4.2,203,"离熊猫基地非常近,酒店面积大,有早餐，房间很大"
成都逸景假日酒店,舒适型_成都锦江区锦瑞路28号,4.2,82,"干净卫生,服务态度好，入住整体不错"
黄龙溪龙凤客栈,舒适型_成都双流区黄龙溪古镇正街21-29号,5,164,无
成都无问鲸生青年旅舍,舒适型_成都金牛区槐树街75号一栋一单元20楼02号,4.8,40,无
博雅名人酒店(崇州罨画池店),舒适型_崇州蜀州中路246号,3,169,"空调是真的好,卫生也不错,酒店有专门，服务很好,卫生条件也不错"
蜀艺风华酒店,舒适型_成都龙泉驿区公园路二段186号附6号,4.1,87,无
空港商旅酒店(双流机场店),舒适型_成都双流区东升街道弘民路101号附33号,4.2,76,无
成都湖璟酒店(杜甫草堂宽窄巷子店),高档型_成都青羊区光华村家园路19号,4.7,305,"交通便利,位置很好繁华,出行方便，最满意的是离地铁口太近了"
索玛花酒店(成都紫荆店),舒适型_成都武侯区紫竹北街85号大世界商业广场4楼,4.1,110,"位置很好,价位也合适,楼下繁华全是吃的，交通很方便,楼下也有很多吃的"
成都海逸酒店,舒适型_成都武侯区洗面桥街18号金茂广场北楼,3.3,190,无
成都四河宾馆,舒适型_成都双流区华阳正北中街22号,3.6,172,"性价比不错,附近吃的多，交通便利"
佳驿精品公寓(成都新会展中心店),舒适型_成都武侯区吉泰五路88号香年广场嘉年CEO公寓T1栋5楼2-507室,4.5,97,"面积很大,环境真挺好,老板态度也很不错，最主要的是比我想的又大又宽敞,有无线"
成都木之缘酒店,舒适型_成都锦江区牡丹街595号鑫苑名家1期1栋4楼,4.3,159,"整体还是不错的,在4楼，总体很干净,是个令人放松的地方"
都江堰1休·新时尚酒店,舒适型_都江堰古城区幸福路128号楼外楼小吃街内,4.6,121,"对于这个价格总体来说不要奢求太多，最让自驾游者欣慰的是,在这繁华的景区"
记忆酒店(成都东郊记忆店),舒适型_成都成华区杉板桥路164号,4.5,226,"酒店离地铁站很近，都被老婆抱怨酒店订的不好,天天摆臭脸"
成都逸旅阳光酒店公寓(天府广场春熙路店),舒适型_成都锦江区梨花街12号城市理想A座8楼888室,4.2,83,"性价比挺高的,功能很齐全，老板服务态度很好卫生可以,天府广场"
成都JMC公寓,舒适型_成都武侯区高攀路2号魏玛国际广场16层,4.2,169,"酒店环境不错,前台服务热情，总的来说还不错,各方面都还是令人满意的"
锦莱酒店(成都双流机场簇桥地铁站店),舒适型_成都武侯区川藏路成双段鞋都南1路5号,4.2,102,"房间很舒适,卫生干净,服务很热情周到，房间很不错,舒适干净,服务热情周到"
佳兴酒店(成都红高路地铁站店),舒适型_成都郫都区红光镇红高路88号综合楼(栋)2单元9层928号,4.3,212,"房间很大,入住体验感很好，房间大我很喜欢,楼下还有很多好吃的"
成都摩尔时尚酒店,舒适型_成都双流区天府新区华阳街道正东上街20号,4,110,无
禧瑞酒店(成都新南门地铁站店),舒适型_成都武侯区致民路31号,4.3,93,各方面都很好服务态度很好，在成都市中心这个价位非常优惠了
都江堰天宇酒店·精选,舒适型_都江堰奎光路100号,4.6,198,离蓝眼泪很近步行就能到达，这家酒店是我本次出行住过的最好的酒店
泰平·崇丽酒店(成都太升南路地铁站店),舒适型_成都青羊区太升北路9号,4.5,93,"整体感觉都很不错,服务也很到位，入住的亲子房布置很舒适,小朋友很喜欢"
欧范酒店(新都区新繁店),舒适型_成都新都区新繁镇繁正东街4号,4.5,128,服态度好，是我住过性价比算比较高的酒店了
威尔克酒店(成都蜀都万达店),舒适型_成都郫都区望丛东路125号蜀都万达14号楼一单元一楼,4.5,155,"酒店周边是美食壹街和大大小小的餐厅，卫生不错,干净整洁"
蒲江临江逸家酒店,舒适型_蒲江飞虎路119号附10号—11号,4.3,84,无
成都金龙酒店(武侯大道地铁站店),舒适型_成都武侯区武侯大道双丰路28号,3.9,95,"前台小林服务态度很好,周边吃的地方也有，位置很好,停车方便,性价比非常高"
成都印象泰和园酒店,舒适型_成都郫都区望从西路266号,4.4,118,"每次出差都在这里,环境很好,服务很棒，酒店前台服务特别好,开发票特别及时"
臻庭酒店(成都杜甫草堂店),舒适型_成都青羊区家园路15号附19号,4.3,196,"老板娘很漂亮,前台小哥哥很帅，环境不错适合出行满意"
青城山·味水记忆温泉民宿(青城后山泰安古镇店),舒适型_都江堰都江堰青城后山泰安古镇驿道街246号,4.3,126,"酒店里就可以吃饭,味道做的挺好吃，离泰安古寺超级近,房间装修很新"
青城山上善栖.伍蕴度假别墅,舒适型_都江堰大三路212号上善栖别墅区内,4.6,348,"服务很好,套房空间很大很适合家庭出行，整个行程中住的最舒适的民宿"
欧来嘉酒店(成都春熙路店),舒适型_成都锦江区东风路19号,4.4,169,在这个地段酒店的这个价格性价比是超级高，总之很满意???
成都乐季酒店(双流机场海滨城店),舒适型_成都双流区蛟龙工业港北海路一段66号爱琴海一号楼,4,192,"工作人员都很敬业能及时处理问题，确实是我住过的酒店最好的,人很热心"
成都家缘商务酒店,舒适型_成都成华区泰兴路36号1幢,3.1,170,前台晚上一直有人守夜这点特别好，卫生都很干净
成都凯帝酒店,舒适型_成都锦江区万达广场11单元A栋13楼30号,3.6,135,"环境很好,在市区内去景点交通方便，这里环境很不错,干净整洁,交通也很方便"
成都DK家普通公寓,舒适型_成都锦江区滨江东路都会风尚近新南门,4.6,120,无
青城山静院客栈,舒适型_都江堰青城人家景和路69号,3.9,98,无
布丁酒店(成都欢乐谷七中万达校区店),经济型_成都金牛区盛金路139号,4,97,"总的来说还不错,各方面都还是令人满意的，很干净"
平乐古镇静苑居客栈,舒适型_邛崃骑龙街上段159号(美食一条街上段),4.7,271,"热情周到,就像老朋友一样亲切友好，房间干净免费停车场服务很好的"
彭州雅唯客酒店,舒适型_彭州上柳河柳河花园门口,4,181,无
红叶酒店(成都世纪城新会展中心店),舒适型_成都武侯区天府大道中段500号东方天祥广场C座2816,4.6,139,"出入极方便,到成都各景点游玩都非常便捷，性价比很高"
成都虹帆商务酒店(武侯大道地铁站大悦城店),舒适型_成都武侯区武侯大道祥云路1169号,3.9,129,"很不错,值得入住,离地铁站也不远，前台服务态度好干净卫生"
平乐古镇古榕·自在客栈,舒适型_邛崃福慧街152号—156号,3.5,170,"感觉很幽静,风格别具，住了几次平乐最满意的地方"
成都朗御御阁公寓,舒适型_成都锦江区大慈寺路3号A座,3.8,388,无
西岭雪山绿苑农家乐,舒适型_大邑西岭镇镇云华村5组,3.5,101,无
雅住城际酒店(成都川师大学店),舒适型_成都龙泉驿区龙城大道816号,4.1,202,"员工态度很好，整体来说很不错的,酒店安全系数高"
凉山宾馆(成都华西医院华西坝地铁站店),舒适型_成都武侯区人民南路三段11号,4.4,259,"连住几天感觉很好,新装修但没有装修味儿，离地铁站近,去哪都十分方便"
成都凯曼酒店,舒适型_成都金牛区恒德路8号,4.6,206,"环境好,有免费停车场,服务也很好，服务态度也很好"
海洋之恋精品酒店(犀浦地铁站店),舒适型_成都郫都区国宁东路299号,4.2,198,无
蓉城假日酒店(双流国际机场奥莱店),舒适型_成都双流区龙桥路199号,4.3,171,"这个酒店是我住过酒店服务态度最好的，房间很好,住着很舒心"
怡家客栈(成都茶店子车站店),舒适型_成都金牛区金卉南路12号,4.7,83,如果不是很讲究品质为了赶车可以考虑，房东阿姨真的太热情了
成都乐巢酒店,舒适型_成都郫都区学院街理工竖一巷,3.3,193,"酒店非常不错,各方面服务都细致周到，很不错,嬢嬢也很热情"
成都微友主题酒店,舒适型_成都武侯区双楠路291号双楠华苑5楼,3.9,170,无
成都爱尚美格公寓,舒适型_成都青羊区光华南三路88号万科金色领域1栋4楼406,4.7,193,无
邛崃琴台森林大酒店,舒适型_邛崃临邛镇白鹤山,4.3,194,"其余都还好,周边临近白鹤山,特别方便，空间不小,服务人员热情"
花水湾逍遥水谷酒店,舒适型_大邑陈家河1号,3.7,182,"交通方便,有免费停车点，环境好,老板在大厅放了炭火非常暖和"
和颐至尚酒店(成都杜甫草堂省医院地铁站店),高档型_成都青羊区浣花北路1号附20号,4.7,247,"酒店非常不错,各方面服务都细致周到，非常完美的一次居住,酒店前台服务热情"
成都云莱尚居酒店,舒适型_成都武侯区浆洗街20号联亿大厦5楼,4.2,124,"整体干净整洁,空调效果很好,离医院很近，位置也很好,离华西几分钟的步行时间"
阳光联锁酒店(成都川大店),舒适型_成都武侯区科华北路143号蓝色加勒比广场一楼前台,4.5,140,"环境很好,隔音也好,服务也好，环境很好,价格也很优惠"
川视宝光宾馆(宝光寺店),舒适型_成都新都区宝光大道126号,4.5,138,"酒店很大,环境不错，非常值得推荐,房间没有任何异味"
彭州福人居宾馆,舒适型_彭州新民西街西四巷14-16号,4.4,135,无
纷廸·高空假日酒店(重百汉正广场郫筒地铁站店),高档型_成都郫都区杜鹃路46号(重百·汉正广场1座),4.6,249,"服务好,房间宽敞明亮,附近交通也方便，儿童牙刷?,照顾很周到"
凯宾酒店(成都龙潭店),舒适型_成都成华区龙潭寺成康路18号富润生活广场,3.6,120,"这家酒店真的是太棒了，免费升级了房型不错,房间大"
安逸闲庭酒店(大邑高铁站店),舒适型_大邑青霞街道甲子东道145号1栋1层,4.1,115,"去药师岩的路上路过,停车很方便，很不错的酒店"
成都蓝途度假酒店,舒适型_成都双流区蛟龙工业港海滨广场7座12-13楼,4.3,141,"酒店清洁卫生,还特别安静，服务员态度特别好让我们擦擦雨"
问闲居禅茶酒店(四川大学华西医院锦里古街店),高档型_成都武侯区洗面桥东一街8号8单元,4.4,429,"这家酒店很棒,环境很好,服务周到，最重要服务特别好,小哥哥体贴入微"
成都爽宜公寓,舒适型_成都双流区西航港光明苑45栋,4.5,137,无
成都马扎罗公寓酒店(九眼桥店),舒适型_成都锦江区一环路东五段46号天紫界国际公寓三号门25楼2501室,4.7,243,"风景很好,老板人也很好，交通都特别方便,老板还给我们升级了房型"
成都金月酒店(宽窄巷子店),舒适型_成都青羊区锦里中路128号,4.4,149,"我随便订下了这家,没想到这么好，周围有很多商店和餐馆可以选择"
邛崃十方堂酒店,舒适型_邛崃滨江路中段凤凰城116栋,4.6,173,"早餐非常好吃,服务也周到，环境很舒服,干净卫生,房间宽敞干净"
花水湾云途酒店,舒适型_大邑花水湾山青街,4.7,127,无
全季酒店(成都宽窄巷子西店),舒适型_成都青羊区清江东路186号,4.6,220,"微笑服务礼貌待人,特别好，还行挺好的??"
成都省车站快捷酒店,舒适型_成都双流区华阳正北中街76号,3.9,127,无
速8优选酒店(武侯祠衣冠庙地铁站店),舒适型_成都武侯区一环路南四段10号,4.3,163,"酒店不错,交通便利,环境很好，不错挺好的"
芙蓉印象酒店(成都非遗主题店),舒适型_成都青羊区光华大道二段福庆路13号,3.4,154,无
m家社区酒店,舒适型_成都武侯区一环路南一段2号好望角广场3楼,3.4,91,"酒店入住很满意,房间整洁干净，服务很热情,离春熙路太古里很近"
邛崃海天永信大酒店,高档型_邛崃羊安镇新城区新民街210号,3.9,120,"前台服务很贴心,介绍旁边的小吃，五星好评,下次还来"
成都温江皇冠假日酒店,豪华型_成都温江区凤凰北大街619号,4.7,668,"房间干净整洁,满分好评，酒店不错,性价比很高"
呈悦花缦酒店,舒适型_都江堰文荟路803号,4.4,213,房间很大，房间很大
成都晨新大酒店,舒适型_成都龙泉驿区成洛大道5899号西博西南食品城旁,4.5,133,"感觉回家了,服务员态度好?，物品摆放也很整洁,厕所还有单独的直饮水"
成都尚润度假酒店,舒适型_成都新津区岷山大道三段1199号,4.2,171,无
都江堰御之景商务酒店(高铁站店),舒适型_都江堰银丰路74-76号,3.9,141,"位置不错，幸好不多,半夜睡得香就算了"
成都太古里亚朵S酒店,豪华型_成都锦江区东糠市街1号,4.7,566,"枕头与床垫也很好的，酒店地理位置优越,交通方便"
黄龙溪府河客栈,舒适型_成都双流区黄龙溪镇下河街5号,4.6,185,无
都江堰江都客栈,舒适型_都江堰青城路336号附10号,4,188,"老板很热情,周边吃的也多，而且特别安静,饮食非常方便"
成都美宸商务酒店,舒适型_成都龙泉驿区西河大道134号,4.4,82,"环境很好服务不错可以，酒店室内环境不错,淋浴热水好"
平乐古镇金桂小筑,舒适型_邛崃金河社区4组,4.1,139,"洗漱用品方面很棒,超级提高舒适感，舒服得很,老板,老板娘非常热情"
成都新欧尚商务酒店,舒适型_成都郫都区郫筒街道成灌西路695号,4,111,"总体很不错,物美价廉,老板服务也很好，服务很好??"
金海云天酒店(光华大道南熏地铁站店),舒适型_成都温江区柳城人和路758号 光华大道三段1647号中森光华1号4栋1单元4楼(永辉超市旁),4.5,152,"酒店位置很好,距离地铁站很近，房间隔音好,离地铁近交通方便,停车方便"
成都太通世纪酒店,舒适型_成都双流区东升镇清泰路二段64号,4.3,110,无
成都安靖宾馆,舒适型_成都郫都区安靖镇方安路55号,4.3,105,"前台婷婷大王服务很好、超级推荐哦，服务非常好,房间干净卫生"
成都新一家宾馆,舒适型_成都双流区西航港学府西路北一街140号,4.4,129,无
泉源居(青城山高铁站店),舒适型_都江堰青城人家泉水路147号,4.5,183,"卫生很好很干净，很好的入住体验,方便卫生"
成都木鱼原舍酒店,舒适型_成都武侯区金江中路101号合力达新锐,4.6,167,无
简悦酒店(简阳中学旭海时代广场店),舒适型_简阳文苑路佰盛杰座3号楼,4.6,281,"酒店干净卫生,前台丽丽服务态度非常好，酒店早餐味道不错,前台YY服务态度很好"
成都桃园商务酒店,舒适型_成都郫都区望丛西路216号,3.9,96,前台小宋漂亮热情服务态度好，前台小宋服务很热情很耐心
速8精选酒店(宽窄巷子骡马市地铁站店),舒适型_成都青羊区东门街79号(荣德大厦内),4.1,143,"物美价廉,这个价位居然还是半智能酒店，干湿分离,有化妆镜子的很安逸"
速8酒店(成都省体育馆店),经济型_成都武侯区玉林东路1号,4,113,"服务态度特别棒,卫生也干净，特方便我去听孟鹤堂专场"
馨语酒店式公寓(成都天府广场地铁站店),舒适型_成都锦江区梨花街12号城市理想A座13-04,4.3,141,无
成都蜀情酒店公寓,舒适型_成都锦江区梓潼桥西街2号正成财富ID一单元808,4.5,199,无
青城之鑫民宿(青城山高铁站店),舒适型_都江堰青城山镇和乐新区板新路27号,4.1,100,帅气老板很热心，房间很干净服务态度也非常好值得五星好评
成都尚诚花园酒店,舒适型_成都龙泉驿区西河镇西街108-188号,4.8,117,无
街子古镇锦秀苑客栈,舒适型_崇州街子古镇金鱼东街269号,4.5,110,房间的电灭蚊液感觉没啥作用，很独特带院子的民宿
成都长秀酒店,舒适型_成都成华区邛崃山路68号9栋4单元101,3.7,222,"值得入住,不错,性价比高，经济实惠,安全卫生,交通便利"
达竹酒店(成都市花牌坊地铁站店),舒适型_成都金牛区金沙路7号,4.3,167,"体验挺好的,房间很干净，房间很干净"
橙曼公寓(双流韩国城店),舒适型_成都双流区珠江路599号空港国际城7期1栋1单元1楼大厅,4.2,117,"态度亲切感非常好服务也非常到位，酒店非常不错,各方面服务都细致周到"
成都觅刻民宿,舒适型_成都锦江区成都锦江区天涯石西街49号(华民逸园),4,170,无
都江堰南桥龙池客栈,舒适型_都江堰灌口街道南桥社区幸福路229号11栋2单元204号,4.2,107,无
空港之星酒店(成都双流机场航站楼店),舒适型_成都双流区西航港大道中二段666号6栋1,4.6,153,"整体体验很不错，酒店很不错,房间大小适中,服务也挺好"
安逸和谐酒店(大丰石犀公园地铁站店),舒适型_成都新都区大丰镇三元大道26号,4.3,143,"因为这个酒店好的原因，里面的卫生也是非常的不错,干净卫生"
成都馨逸商务宾馆,舒适型_成都郫都区犀浦镇万树森林三期,4.4,128,无
宜家喜酒店(成都金府机电城欢乐谷店),舒适型_成都金牛区金府路218号3楼,4.2,138,无
成都犀城宾馆,舒适型_成都郫都区犀浦镇江西街186号,4,174,"第很多次住这家店了,和老板都快认识了，这家酒店是我本次出行住过的最好的酒店"
濠森酒店(成都双流机场万达店),舒适型_成都双流区航都大街二段96号,4.3,177,"设施齐全,附近美食方便,离机场近，就是电梯口的那个过道很大一股味道"
瀚洋大酒店(成都双流机场店),舒适型_成都武侯区福锦路二段21号,4.5,149,"位置交通，房间非常不错,第一次来成都"
青城后山又一村得月楼山庄,舒适型_都江堰青城后山景区内又一村(半山腰),4.3,141,"老板大哥非常热情,饭菜特别好吃，非常可"
成都唯美度假短租公寓春熙路店,舒适型_成都锦江区庆云南街69号红星国际小区6栋,4.3,173,无
成都安馨小憩公寓,舒适型_成都成华区邛崃山路68号东方新城2期2号门,4.6,85,无
青城山又一村凤栖楼客栈,舒适型_都江堰青城后山又一村,3.8,90,无
成都溪居别院精品度假酒店,舒适型_成都双流区黄龙溪古镇金华东街189号(三国食府),4.5,181,"8大床房,很贴心:这家酒店就在景区内，环境不错,是一次难忘的休息体验"
维家斯文化酒店(成都少陵路店),舒适型_成都武侯区少陵路88号14栋6楼,4.6,87,"房间宽敞,设计风格很独特，住店真有宾至如归的感觉"
郫县鑫达宾馆,舒适型_成都郫都区犀浦镇犀池一街158号,3.8,97,无
成都逢凌旅馆,舒适型_成都龙泉驿区十陵镇江华路新园三区31号,4.1,200,无
康桥半岛酒店(新津中学店),舒适型_成都新津区武阳东路66号,4.7,139,"性价比很高对于本次入住,必须要给个好评，安静卫生,服务人员态度也很好"
雅舍精品酒店(成都金融城地铁站双子塔店),舒适型_成都武侯区高新区交子大道88号AFC中航国际广场C座15楼,4.6,319,"酒店的位置出行方便,到地铁站很近，酒店前台温柔体贴,非常的周到"
成都雅都商务宾馆,舒适型_成都新都区厚诚路8号1栋2单元4楼,3.7,90,"服务好房间好干净卫生服务热情，前台接待热情周到,酒店卫生很好"
成都爱嘉酒店公寓,舒适型_成都青羊区北大街88号2单元807,4.6,172,无
金堂英明大酒店,舒适型_金堂淮口镇淮州大道南侧生资市场5号楼,4.1,188,无
高明轩公馆,舒适型_大邑安仁镇树人街15号,4.6,126,"晚上也特别安静，车停在了游客中心停车场,走了很远的路"
成都枫桥假日酒店,舒适型_成都武侯区浆洗街20号联亿大厦四楼,3.9,141,"房间很干净,设施也不错,服务员态度好，入住后感觉还是很不错的"
